date,channel,campaign_name,spend,impressions,clicks,conversions,revenue
2025-12-17,Influencer,Micro_Influencers,18278.09,324332,4300,73,44506.41
2025-12-17,Influencer,Macro_Influencers,16614.84,428443,8755,143,41843.43
2025-12-17,Influencer,Brand_Ambassadors,15680.3,336977,6335,133,52133.35
2025-12-17,Influencer,UGC_Campaign,12836.7,173670,1821,32,26280.56
2025-12-18,Google Ads,Search_Q3,12708.77,211398,5142,197,53440.38
2025-12-18,Google Ads,Search_Q4,11948.95,230459,4144,132,39559.43
2025-12-18,Google Ads,Display_Retargeting,9373.32,245833,3139,94,29419.11
2025-12-18,Google Ads,Shopping_Campaign,9045.51,105884,1153,33,38292.48
2025-12-18,Meta Ads,Retargeting_Aug,10073.31,113501,3047,136,26841.82
2025-12-18,Meta Ads,Prospecting_Q3,9354.85,274650,4425,140,25064.49
2025-12-18,Meta Ads,Engagement_Campaign,17188.22,276488,8498,225,51684.55
2025-12-18,Meta Ads,Conversion_Ads,8907.67,259244,8564,251,31293.23
2025-12-18,Instagram,Influencer_Collab,6821.08,220035,6774,166,18032.75
2025-12-18,Instagram,Story_Ads,5010.99,304987,11355,445,16509.65
2025-12-18,Instagram,Reels_Promotion,11036.72,181935,7274,216,35605.31
2025-12-18,Instagram,Feed_Campaign,12506.47,314407,4792,98,39995.21
2025-12-18,LinkedIn,B2B_Campaign,7812.82,49784,686,25,37442.62
2025-12-18,LinkedIn,Thought_Leadership,6950.93,46496,561,32,29820.02
2025-12-18,LinkedIn,Lead_Gen_Q3,7226.76,30000,384,21,21212.63
2025-12-18,LinkedIn,Lead_Gen_Q4,5668.97,41231,763,26,19226.2
2025-12-18,Email,Newsletter_Promo,3763.63,85736,3020,155,33857.21
2025-12-18,Email,Welcome_Series,1425.95,88838,4531,421,11611.64
2025-12-18,Email,Cart_Abandonment,2710.24,40859,3023,201,23743.12
2025-12-18,Email,Re_engagement,2385.72,95537,3197,270,15943.73
2025-12-18,SEO,Content_Marketing,3432.47,65425,1437,53,17672.83
2025-12-18,SEO,Link_Building,6405.83,97873,3675,122,38875.99
2025-12-18,SEO,Technical_SEO,4150.4,177134,7235,348,27861.63
2025-12-18,SEO,Local_SEO,2561.71,123103,2463,108,12271.92
2025-12-18,Influencer,Micro_Influencers,22378.2,297027,7432,177,45506.25
2025-12-18,Influencer,Macro_Influencers,22707.35,399968,11227,282,87075.43
2025-12-18,Influencer,Brand_Ambassadors,23040.89,196724,2613,35,61375.56
2025-12-18,Influencer,UGC_Campaign,17470.17,449369,8367,240,64153.47
2025-12-19,Google Ads,Search_Q3,10862.75,89946,1881,77,48844.39
2025-12-19,Google Ads,Search_Q4,13020.55,232381,4098,166,48130.54
2025-12-19,Google Ads,Display_Retargeting,8741.7,93326,972,30,34893.39
2025-12-19,Google Ads,Shopping_Campaign,10418.58,182995,2887,126,42682.76
2025-12-19,Meta Ads,Retargeting_Aug,15304.97,189718,3518,140,39367.46
2025-12-19,Meta Ads,Prospecting_Q3,9477.12,124950,3436,125,33217.5
2025-12-19,Meta Ads,Engagement_Campaign,10987.22,109032,3593,113,33114.87
2025-12-19,Meta Ads,Conversion_Ads,13065.9,126630,1905,55,34682.67
2025-12-19,Instagram,Influencer_Collab,7687.19,325277,9195,249,24914.67
2025-12-19,Instagram,Story_Ads,15467.03,145805,5225,154,35003.4
2025-12-19,Instagram,Reels_Promotion,8268.64,230943,7454,157,24498.18
2025-12-19,Instagram,Feed_Campaign,12531.39,223210,8164,299,35679.93
2025-12-19,LinkedIn,B2B_Campaign,8248.38,24174,194,7,36482.27
2025-12-19,LinkedIn,Thought_Leadership,6323.52,41010,399,12,32255.01
2025-12-19,LinkedIn,Lead_Gen_Q3,7660.3,49303,852,39,25645.92
2025-12-19,LinkedIn,Lead_Gen_Q4,5198.2,50227,779,19,27938.26
2025-12-19,Email,Newsletter_Promo,3503.41,60843,3700,352,20446.04
2025-12-19,Email,Welcome_Series,2409.69,76499,3863,348,16463.63
2025-12-19,Email,Cart_Abandonment,1003.72,45267,1454,93,8044.24
2025-12-19,Email,Re_engagement,1451.91,91717,5902,326,11037.35
2025-12-19,SEO,Content_Marketing,5266.78,110659,2997,164,39092.49
2025-12-19,SEO,Link_Building,3847.63,100925,3081,101,22839.81
2025-12-19,SEO,Technical_SEO,3307.84,65784,2012,60,17883.0
2025-12-19,SEO,Local_SEO,2081.54,53158,2140,142,9839.15
2025-12-19,Influencer,Micro_Influencers,18785.97,233387,4637,102,47461.59
2025-12-19,Influencer,Macro_Influencers,22007.87,187947,2078,61,79184.56
2025-12-19,Influencer,Brand_Ambassadors,17970.52,290336,5791,127,51410.23
2025-12-19,Influencer,UGC_Campaign,17993.81,308554,7355,208,50735.32
2025-12-20,Google Ads,Search_Q3,8273.74,86117,1785,59,35404.93
2025-12-20,Google Ads,Search_Q4,10649.43,139662,3377,165,40164.04
2025-12-20,Google Ads,Display_Retargeting,12893.82,64133,708,26,57596.52
2025-12-20,Google Ads,Shopping_Campaign,8307.88,69628,1422,56,26006.63
2025-12-20,Meta Ads,Retargeting_Aug,8746.34,165163,5389,139,24957.22
2025-12-20,Meta Ads,Prospecting_Q3,6275.1,98979,1416,54,18390.3
2025-12-20,Meta Ads,Engagement_Campaign,9934.7,159671,2005,89,35964.07
2025-12-20,Meta Ads,Conversion_Ads,7346.82,98406,2354,63,25312.55
2025-12-20,Instagram,Influencer_Collab,3613.67,157714,3451,53,10822.47
2025-12-20,Instagram,Story_Ads,6817.76,130866,2199,82,21138.98
2025-12-20,Instagram,Reels_Promotion,3763.71,142508,3909,64,11638.7
2025-12-20,Instagram,Feed_Campaign,8334.95,175363,3520,128,21809.03
2025-12-20,LinkedIn,B2B_Campaign,4860.27,14408,213,9,16858.6
2025-12-20,LinkedIn,Thought_Leadership,4271.84,28397,234,10,17629.85
2025-12-20,LinkedIn,Lead_Gen_Q3,2338.66,37692,774,27,9964.78
2025-12-20,LinkedIn,Lead_Gen_Q4,2743.45,32142,675,25,13648.88
2025-12-20,Email,Newsletter_Promo,2394.9,71726,5517,389,17089.85
2025-12-20,Email,Welcome_Series,2951.79,60898,2815,270,23244.92
2025-12-20,Email,Cart_Abandonment,3445.24,61688,3527,346,22791.86
2025-12-20,Email,Re_engagement,1313.52,80870,3994,198,11309.32
2025-12-20,SEO,Content_Marketing,6948.98,123915,4822,310,44844.8
2025-12-20,SEO,Link_Building,1742.86,70492,1403,42,8838.02
2025-12-20,SEO,Technical_SEO,3657.96,81333,1605,82,18131.11
2025-12-20,SEO,Local_SEO,5878.2,51046,2080,141,38246.35
2025-12-20,Influencer,Micro_Influencers,22672.88,430068,6098,212,88161.21
2025-12-20,Influencer,Macro_Influencers,22531.41,258327,5403,146,78294.98
2025-12-20,Influencer,Brand_Ambassadors,22099.69,174714,2989,65,55330.97
2025-12-20,Influencer,UGC_Campaign,11452.55,191678,3321,77,22561.94
2025-12-21,Google Ads,Search_Q3,12750.25,126054,3103,78,47272.85
2025-12-21,Google Ads,Search_Q4,9249.69,148211,3698,137,38863.73
2025-12-21,Google Ads,Display_Retargeting,6102.79,49552,1179,27,16665.91
2025-12-21,Google Ads,Shopping_Campaign,11055.32,75594,1706,81,34635.75
2025-12-21,Meta Ads,Retargeting_Aug,5163.44,66148,992,19,12264.64
2025-12-21,Meta Ads,Prospecting_Q3,6710.43,90578,2558,106,25295.28
2025-12-21,Meta Ads,Engagement_Campaign,7420.59,65678,1860,51,17596.45
2025-12-21,Meta Ads,Conversion_Ads,9665.76,92556,1575,65,38704.29
2025-12-21,Instagram,Influencer_Collab,5237.21,120962,3567,118,11069.73
2025-12-21,Instagram,Story_Ads,6916.07,203489,4385,165,25660.72
2025-12-21,Instagram,Reels_Promotion,4776.41,176079,3692,123,16408.67
2025-12-21,Instagram,Feed_Campaign,4631.56,170789,6029,144,10661.23
2025-12-21,LinkedIn,B2B_Campaign,1989.0,27099,587,31,7909.79
2025-12-21,LinkedIn,Thought_Leadership,3483.05,19644,201,8,14111.42
2025-12-21,LinkedIn,Lead_Gen_Q3,3433.68,36610,602,27,10801.21
2025-12-21,LinkedIn,Lead_Gen_Q4,5028.2,32075,650,25,20895.92
2025-12-21,Email,Newsletter_Promo,2470.67,55527,3580,337,15004.31
2025-12-21,Email,Welcome_Series,1076.22,99057,4324,334,8539.97
2025-12-21,Email,Cart_Abandonment,1830.11,105211,6049,557,14954.79
2025-12-21,Email,Re_engagement,3579.44,41612,1754,79,25225.35
2025-12-21,SEO,Content_Marketing,6394.78,110780,4535,195,33179.29
2025-12-21,SEO,Link_Building,6425.59,105356,4142,163,47040.48
2025-12-21,SEO,Technical_SEO,4660.18,148712,3036,150,33337.23
2025-12-21,SEO,Local_SEO,6323.71,56085,1469,70,29107.57
2025-12-21,Influencer,Micro_Influencers,22599.97,205353,3477,94,70097.0
2025-12-21,Influencer,Macro_Influencers,22771.42,438362,5405,153,55150.77
2025-12-21,Influencer,Brand_Ambassadors,16289.53,159858,2033,39,44362.28
2025-12-21,Influencer,UGC_Campaign,25991.7,372543,10969,282,63747.95
2025-12-22,Google Ads,Search_Q3,12587.17,134372,2221,89,44830.66
2025-12-22,Google Ads,Search_Q4,13395.94,105345,1100,29,36369.21
2025-12-22,Google Ads,Display_Retargeting,18996.23,99124,2427,76,50278.4
2025-12-22,Google Ads,Shopping_Campaign,19378.22,178537,2627,123,50199.6
2025-12-22,Meta Ads,Retargeting_Aug,8421.84,232888,6594,170,19572.78
2025-12-22,Meta Ads,Prospecting_Q3,16296.94,149602,2468,78,65521.1
2025-12-22,Meta Ads,Engagement_Campaign,6522.56,235502,5926,174,24056.25
2025-12-22,Meta Ads,Conversion_Ads,17589.89,133549,2043,87,62231.38
2025-12-22,Instagram,Influencer_Collab,9817.85,251849,8472,290,35892.19
2025-12-22,Instagram,Story_Ads,9695.27,187484,5810,147,29767.17
2025-12-22,Instagram,Reels_Promotion,9619.84,155189,4149,133,33079.85
2025-12-22,Instagram,Feed_Campaign,10426.59,158004,4008,138,28601.67
2025-12-22,LinkedIn,B2B_Campaign,6700.57,42302,481,25,20285.15
2025-12-22,LinkedIn,Thought_Leadership,5739.39,29773,266,11,23811.68
2025-12-22,LinkedIn,Lead_Gen_Q3,6758.65,52279,950,37,30451.52
2025-12-22,LinkedIn,Lead_Gen_Q4,6030.89,38705,633,36,20027.46
2025-12-22,Email,Newsletter_Promo,3698.47,44276,2010,115,28449.66
2025-12-22,Email,Welcome_Series,1219.92,110587,7898,624,8666.86
2025-12-22,Email,Cart_Abandonment,3785.46,106459,5851,480,28331.35
2025-12-22,Email,Re_engagement,2681.42,66478,3530,157,18101.52
2025-12-22,SEO,Content_Marketing,5327.06,173918,7652,399,32618.54
2025-12-22,SEO,Link_Building,2521.47,140390,2794,115,15984.28
2025-12-22,SEO,Technical_SEO,3206.71,56480,2285,96,13535.1
2025-12-22,SEO,Local_SEO,1911.33,82728,1886,114,9797.28
2025-12-22,Influencer,Micro_Influencers,24093.92,202153,4014,111,85783.4
2025-12-22,Influencer,Macro_Influencers,20022.59,427446,6228,145,83830.18
2025-12-22,Influencer,Brand_Ambassadors,9557.88,166766,2445,64,23910.71
2025-12-22,Influencer,UGC_Campaign,11804.8,287640,6406,113,30832.56
2025-12-23,Google Ads,Search_Q3,16589.83,240775,5656,245,53645.21
2025-12-23,Google Ads,Search_Q4,11811.56,157225,4110,138,49531.2
2025-12-23,Google Ads,Display_Retargeting,21842.81,92244,1006,24,71398.45
2025-12-23,Google Ads,Shopping_Campaign,9834.59,228012,2385,70,28219.27
2025-12-23,Meta Ads,Retargeting_Aug,17178.47,217201,7162,316,54871.41
2025-12-23,Meta Ads,Prospecting_Q3,8811.83,126808,2171,80,20098.83
2025-12-23,Meta Ads,Engagement_Campaign,6616.33,205547,5501,197,19476.89
2025-12-23,Meta Ads,Conversion_Ads,15671.34,191388,2760,109,64348.65
2025-12-23,Instagram,Influencer_Collab,5660.4,210010,5709,106,20161.64
2025-12-23,Instagram,Story_Ads,8125.65,300091,9535,285,19061.61
2025-12-23,Instagram,Reels_Promotion,7427.74,130890,2751,65,25994.58
2025-12-23,Instagram,Feed_Campaign,9030.32,293563,7628,264,33929.52
2025-12-23,LinkedIn,B2B_Campaign,4143.11,57218,955,51,18889.61
2025-12-23,LinkedIn,Thought_Leadership,5174.12,30579,274,11,28322.51
2025-12-23,LinkedIn,Lead_Gen_Q3,6933.03,34748,680,35,24684.48
2025-12-23,LinkedIn,Lead_Gen_Q4,2880.12,25962,526,28,10359.98
2025-12-23,Email,Newsletter_Promo,1712.63,103429,7952,689,13049.43
2025-12-23,Email,Welcome_Series,1576.55,82059,3419,302,10806.25
2025-12-23,Email,Cart_Abandonment,3467.83,70528,5022,301,24415.13
2025-12-23,Email,Re_engagement,2769.56,45623,3531,262,20155.11
2025-12-23,SEO,Content_Marketing,6116.67,162549,5217,350,25852.61
2025-12-23,SEO,Link_Building,2122.74,127582,3516,170,10928.45
2025-12-23,SEO,Technical_SEO,3725.99,156944,5339,373,25165.62
2025-12-23,SEO,Local_SEO,3005.16,84364,2283,145,12307.65
2025-12-23,Influencer,Micro_Influencers,12603.63,421475,9608,165,30143.99
2025-12-23,Influencer,Macro_Influencers,25252.36,418127,6323,137,102358.13
2025-12-23,Influencer,Brand_Ambassadors,23420.15,394174,8028,264,62767.62
2025-12-23,Influencer,UGC_Campaign,11133.44,362619,7537,238,22479.86
2025-12-24,Google Ads,Search_Q3,19811.69,129860,2999,63,73682.9
2025-12-24,Google Ads,Search_Q4,18041.8,142687,2041,73,75169.02
2025-12-24,Google Ads,Display_Retargeting,12529.66,122919,1914,92,40327.39
2025-12-24,Google Ads,Shopping_Campaign,8050.46,212885,5106,121,35984.01
2025-12-24,Meta Ads,Retargeting_Aug,13296.75,185148,3849,162,35740.69
2025-12-24,Meta Ads,Prospecting_Q3,9429.23,113258,3336,113,32230.36
2025-12-24,Meta Ads,Engagement_Campaign,8621.65,213721,6327,175,32785.5
2025-12-24,Meta Ads,Conversion_Ads,10185.49,234046,2990,98,42158.28
2025-12-24,Instagram,Influencer_Collab,15793.69,184803,4811,79,56415.29
2025-12-24,Instagram,Story_Ads,11254.29,208573,3716,143,33249.61
2025-12-24,Instagram,Reels_Promotion,8112.21,200549,4365,131,29803.73
2025-12-24,Instagram,Feed_Campaign,14423.63,225887,8055,206,35397.79
2025-12-24,LinkedIn,B2B_Campaign,8307.12,33763,423,25,26263.83
2025-12-24,LinkedIn,Thought_Leadership,7058.99,60304,914,22,26913.52
2025-12-24,LinkedIn,Lead_Gen_Q3,3424.79,38479,733,29,13583.39
2025-12-24,LinkedIn,Lead_Gen_Q4,5918.02,45431,908,32,29699.66
2025-12-24,Email,Newsletter_Promo,2610.99,64042,2866,176,20050.91
2025-12-24,Email,Welcome_Series,1538.6,113626,6675,635,8712.19
2025-12-24,Email,Cart_Abandonment,1896.36,41824,1824,167,10672.97
2025-12-24,Email,Re_engagement,2195.67,49405,2511,226,16864.39
2025-12-24,SEO,Content_Marketing,5552.16,95383,4149,242,30405.27
2025-12-24,SEO,Link_Building,3845.56,169428,5686,331,20995.31
2025-12-24,SEO,Technical_SEO,2730.31,144062,4957,248,16884.44
2025-12-24,SEO,Local_SEO,2645.57,153212,6680,438,13558.61
2025-12-24,Influencer,Micro_Influencers,16120.12,392520,8597,211,69347.68
2025-12-24,Influencer,Macro_Influencers,18720.5,304481,3300,44,34071.96
2025-12-24,Influencer,Brand_Ambassadors,26264.88,272515,5278,165,90481.59
2025-12-24,Influencer,UGC_Campaign,20190.03,238960,6375,100,39239.4
2025-12-25,Google Ads,Search_Q3,10682.45,125515,1963,78,31359.93
2025-12-25,Google Ads,Search_Q4,17473.22,95492,1236,43,75900.03
2025-12-25,Google Ads,Display_Retargeting,20033.95,244688,5630,226,75128.23
2025-12-25,Google Ads,Shopping_Campaign,16719.46,105010,2192,69,56596.62
2025-12-25,Meta Ads,Retargeting_Aug,12283.21,114395,2318,45,51090.0
2025-12-25,Meta Ads,Prospecting_Q3,7422.34,139119,4521,140,18342.64
2025-12-25,Meta Ads,Engagement_Campaign,10610.77,112014,1859,36,32643.56
2025-12-25,Meta Ads,Conversion_Ads,15679.63,201334,5223,122,45279.44
2025-12-25,Instagram,Influencer_Collab,14297.66,140206,5110,138,50139.97
2025-12-25,Instagram,Story_Ads,8498.07,197933,6688,231,20508.91
2025-12-25,Instagram,Reels_Promotion,15701.58,139432,2330,69,51829.87
2025-12-25,Instagram,Feed_Campaign,15569.75,213137,3331,100,39258.39
2025-12-25,LinkedIn,B2B_Campaign,5224.5,41515,369,15,20642.33
2025-12-25,LinkedIn,Thought_Leadership,6790.25,48117,509,16,23614.57
2025-12-25,LinkedIn,Lead_Gen_Q3,3802.12,48602,1065,50,16873.96
2025-12-25,LinkedIn,Lead_Gen_Q4,5095.6,34128,708,41,21102.39
2025-12-25,Email,Newsletter_Promo,1728.64,101609,3721,319,14462.35
2025-12-25,Email,Welcome_Series,1199.69,118148,9366,901,8681.1
2025-12-25,Email,Cart_Abandonment,1587.44,86560,4414,231,11084.88
2025-12-25,Email,Re_engagement,2924.45,45673,2131,87,23755.99
2025-12-25,SEO,Content_Marketing,5023.8,58147,2561,79,30468.66
2025-12-25,SEO,Link_Building,5770.02,152426,2884,191,41628.28
2025-12-25,SEO,Technical_SEO,4587.65,112670,2164,113,24923.91
2025-12-25,SEO,Local_SEO,5750.44,102504,3736,127,25677.63
2025-12-25,Influencer,Micro_Influencers,10794.2,163657,3408,103,37219.59
2025-12-25,Influencer,Macro_Influencers,19499.1,354187,5947,120,51643.94
2025-12-25,Influencer,Brand_Ambassadors,22242.18,198492,2036,52,96629.59
2025-12-25,Influencer,UGC_Campaign,20188.16,384876,9027,211,75496.84
2025-12-26,Google Ads,Search_Q3,19537.46,118204,1976,52,66512.27
2025-12-26,Google Ads,Search_Q4,20390.9,138685,2425,111,71995.14
2025-12-26,Google Ads,Display_Retargeting,15496.29,226336,4483,181,41395.07
2025-12-26,Google Ads,Shopping_Campaign,10500.84,148743,2959,144,46637.41
2025-12-26,Meta Ads,Retargeting_Aug,16214.37,149963,5124,187,48414.17
2025-12-26,Meta Ads,Prospecting_Q3,14420.1,93139,1430,57,50342.69
2025-12-26,Meta Ads,Engagement_Campaign,10370.34,185126,6075,212,31072.63
2025-12-26,Meta Ads,Conversion_Ads,7443.92,145811,5030,149,23401.29
2025-12-26,Instagram,Influencer_Collab,10484.58,323343,9732,314,28318.27
2025-12-26,Instagram,Story_Ads,5319.96,334123,12939,501,19676.6
2025-12-26,Instagram,Reels_Promotion,13967.66,277457,10019,300,31313.61
2025-12-26,Instagram,Feed_Campaign,9303.4,343397,8165,299,20167.73
2025-12-26,LinkedIn,B2B_Campaign,4671.43,35740,311,9,15516.37
2025-12-26,LinkedIn,Thought_Leadership,7491.77,23662,288,7,35047.96
2025-12-26,LinkedIn,Lead_Gen_Q3,6273.7,48089,636,20,29767.86
2025-12-26,LinkedIn,Lead_Gen_Q4,7342.26,26821,397,13,23890.9
2025-12-26,Email,Newsletter_Promo,3149.84,83047,3389,198,27980.94
2025-12-26,Email,Welcome_Series,3515.77,110395,5851,453,23972.94
2025-12-26,Email,Cart_Abandonment,1048.68,72085,4303,246,8880.04
2025-12-26,Email,Re_engagement,1283.52,69370,2514,161,7237.53
2025-12-26,SEO,Content_Marketing,2999.02,102095,3155,163,14882.54
2025-12-26,SEO,Link_Building,4376.73,116170,3082,194,25865.35
2025-12-26,SEO,Technical_SEO,3327.48,173154,7067,489,21371.8
2025-12-26,SEO,Local_SEO,3580.23,86511,3106,215,22174.16
2025-12-26,Influencer,Micro_Influencers,25632.3,248731,4511,148,98518.77
2025-12-26,Influencer,Macro_Influencers,27628.21,382429,7254,175,116905.78
2025-12-26,Influencer,Brand_Ambassadors,19032.93,226619,4240,101,39229.6
2025-12-26,Influencer,UGC_Campaign,22875.25,182806,3308,100,70054.08
2025-12-27,Google Ads,Search_Q3,11872.93,82871,2415,63,30590.94
2025-12-27,Google Ads,Search_Q4,12128.38,124724,1825,90,42504.64
2025-12-27,Google Ads,Display_Retargeting,12788.95,99512,1934,64,40537.78
2025-12-27,Google Ads,Shopping_Campaign,9283.09,94160,1010,28,27164.6
2025-12-27,Meta Ads,Retargeting_Aug,9845.54,122271,3614,158,34342.02
2025-12-27,Meta Ads,Prospecting_Q3,10674.79,89541,1458,42,33535.91
2025-12-27,Meta Ads,Engagement_Campaign,10046.6,117833,2205,83,32266.3
2025-12-27,Meta Ads,Conversion_Ads,4767.35,119757,3947,160,16083.23
2025-12-27,Instagram,Influencer_Collab,5488.75,84003,2246,75,14536.91
2025-12-27,Instagram,Story_Ads,4553.95,200530,7126,220,10229.13
2025-12-27,Instagram,Reels_Promotion,3956.4,86244,2622,46,13913.59
2025-12-27,Instagram,Feed_Campaign,9553.57,122556,3228,105,35222.82
2025-12-27,LinkedIn,B2B_Campaign,4684.16,14051,145,7,21828.24
2025-12-27,LinkedIn,Thought_Leadership,2127.61,25252,478,15,10962.46
2025-12-27,LinkedIn,Lead_Gen_Q3,1857.99,32311,537,19,8818.98
2025-12-27,LinkedIn,Lead_Gen_Q4,4308.75,36134,475,23,19075.11
2025-12-27,Email,Newsletter_Promo,2480.66,111233,3354,190,18317.12
2025-12-27,Email,Welcome_Series,1370.54,112629,7025,482,11446.0
2025-12-27,Email,Cart_Abandonment,2242.84,84692,2552,158,13425.12
2025-12-27,Email,Re_engagement,3007.0,78322,3531,240,18744.75
2025-12-27,SEO,Content_Marketing,6587.98,57016,2358,118,40623.54
2025-12-27,SEO,Link_Building,3164.33,175670,4498,240,23659.56
2025-12-27,SEO,Technical_SEO,6346.02,119722,5356,310,30019.54
2025-12-27,SEO,Local_SEO,3730.78,93484,2551,154,22552.27
2025-12-27,Influencer,Micro_Influencers,8761.85,413234,6585,230,38344.62
2025-12-27,Influencer,Macro_Influencers,26810.61,393338,5668,137,64496.06
2025-12-27,Influencer,Brand_Ambassadors,13193.51,333285,3605,123,56473.73
2025-12-27,Influencer,UGC_Campaign,15615.35,304626,5886,190,57140.08
2025-12-28,Google Ads,Search_Q3,7136.13,93577,1738,84,20342.41
2025-12-28,Google Ads,Search_Q4,5552.44,137823,3849,177,19555.44
2025-12-28,Google Ads,Display_Retargeting,10341.85,105463,1201,45,26136.22
2025-12-28,Google Ads,Shopping_Campaign,7529.89,143093,2301,110,22591.69
2025-12-28,Meta Ads,Retargeting_Aug,5864.85,125638,3708,116,23249.62
2025-12-28,Meta Ads,Prospecting_Q3,3889.73,159130,2628,110,11675.91
2025-12-28,Meta Ads,Engagement_Campaign,9595.85,130569,2095,89,25822.77
2025-12-28,Meta Ads,Conversion_Ads,5357.81,146816,2119,50,17184.4
2025-12-28,Instagram,Influencer_Collab,8481.15,92352,2649,86,30100.21
2025-12-28,Instagram,Story_Ads,9174.73,180280,5646,145,20200.9
2025-12-28,Instagram,Reels_Promotion,7684.27,208997,6984,107,22232.65
2025-12-28,Instagram,Feed_Campaign,7056.67,167175,5515,159,16950.46
2025-12-28,LinkedIn,B2B_Campaign,4845.79,30155,341,12,25630.38
2025-12-28,LinkedIn,Thought_Leadership,4661.95,22809,194,5,16627.21
2025-12-28,LinkedIn,Lead_Gen_Q3,3793.85,27321,461,23,10817.73
2025-12-28,LinkedIn,Lead_Gen_Q4,2033.09,21658,220,6,9211.13
2025-12-28,Email,Newsletter_Promo,3409.08,100210,7100,567,27523.92
2025-12-28,Email,Welcome_Series,1669.69,119440,4677,247,10871.73
2025-12-28,Email,Cart_Abandonment,3921.06,119063,8304,645,28703.02
2025-12-28,Email,Re_engagement,3905.99,95649,7387,435,26045.97
2025-12-28,SEO,Content_Marketing,6200.99,69481,3025,152,44910.35
2025-12-28,SEO,Link_Building,3352.36,143074,4440,244,19327.37
2025-12-28,SEO,Technical_SEO,6819.14,139973,3469,230,34294.16
2025-12-28,SEO,Local_SEO,3543.83,63276,2676,110,17386.78
2025-12-28,Influencer,Micro_Influencers,26405.25,391658,5021,149,112623.39
2025-12-28,Influencer,Macro_Influencers,9570.22,397564,8328,228,29961.55
2025-12-28,Influencer,Brand_Ambassadors,21956.06,160229,4046,51,66511.7
2025-12-28,Influencer,UGC_Campaign,11019.3,397072,6461,145,32590.98
2025-12-29,Google Ads,Search_Q3,18815.03,161794,4170,92,54247.27
2025-12-29,Google Ads,Search_Q4,15721.48,241005,2770,58,44226.12
2025-12-29,Google Ads,Display_Retargeting,16976.14,147828,3919,86,49109.06
2025-12-29,Google Ads,Shopping_Campaign,12200.37,186544,4421,104,53530.46
2025-12-29,Meta Ads,Retargeting_Aug,10092.53,225502,5424,130,39284.74
2025-12-29,Meta Ads,Prospecting_Q3,15818.86,165253,4220,105,56626.82
2025-12-29,Meta Ads,Engagement_Campaign,9708.32,250374,4256,78,26571.83
2025-12-29,Meta Ads,Conversion_Ads,8292.63,186574,3113,120,22246.98
2025-12-29,Instagram,Influencer_Collab,12776.65,253048,10034,401,45550.63
2025-12-29,Instagram,Story_Ads,13359.82,208884,7066,274,27281.82
2025-12-29,Instagram,Reels_Promotion,10917.06,170139,4924,131,33148.38
2025-12-29,Instagram,Feed_Campaign,11060.58,340824,9817,354,28488.48
2025-12-29,LinkedIn,B2B_Campaign,5253.36,40757,485,18,23198.76
2025-12-29,LinkedIn,Thought_Leadership,6049.05,47730,616,22,26926.55
2025-12-29,LinkedIn,Lead_Gen_Q3,3544.03,31627,271,7,12252.19
2025-12-29,LinkedIn,Lead_Gen_Q4,2909.36,31307,537,14,11576.89
2025-12-29,Email,Newsletter_Promo,3721.95,103302,4676,446,24764.97
2025-12-29,Email,Welcome_Series,1032.05,119524,8785,596,8083.34
2025-12-29,Email,Cart_Abandonment,2947.93,55558,2222,151,25619.0
2025-12-29,Email,Re_engagement,831.98,102600,3373,231,6433.33
2025-12-29,SEO,Content_Marketing,5277.18,57602,1687,90,22328.59
2025-12-29,SEO,Link_Building,2243.02,136274,4372,159,13174.01
2025-12-29,SEO,Technical_SEO,6519.81,52026,1839,60,26226.41
2025-12-29,SEO,Local_SEO,2328.6,104977,4163,171,14413.7
2025-12-29,Influencer,Micro_Influencers,16223.13,220299,4468,135,65666.84
2025-12-29,Influencer,Macro_Influencers,24930.39,251567,6507,109,94579.61
2025-12-29,Influencer,Brand_Ambassadors,26967.69,154123,2898,77,99640.07
2025-12-29,Influencer,UGC_Campaign,11521.76,441654,9851,155,21377.6
2025-12-30,Google Ads,Search_Q3,18965.7,93549,1199,44,70306.06
2025-12-30,Google Ads,Search_Q4,17616.42,146897,3742,184,53592.49
2025-12-30,Google Ads,Display_Retargeting,17842.4,237839,5642,228,52591.28
2025-12-30,Google Ads,Shopping_Campaign,15491.82,175628,4215,210,39771.96
2025-12-30,Meta Ads,Retargeting_Aug,6782.79,104810,3048,66,23366.06
2025-12-30,Meta Ads,Prospecting_Q3,9896.03,176890,3000,124,33372.39
2025-12-30,Meta Ads,Engagement_Campaign,17334.76,199173,2957,66,72427.19
2025-12-30,Meta Ads,Conversion_Ads,14706.78,99362,2800,81,41391.01
2025-12-30,Instagram,Influencer_Collab,6694.67,313177,5197,115,17081.38
2025-12-30,Instagram,Story_Ads,6769.96,236882,3622,81,24917.06
2025-12-30,Instagram,Reels_Promotion,8415.83,202905,5443,158,29082.38
2025-12-30,Instagram,Feed_Campaign,7093.53,320501,10877,359,15295.41
2025-12-30,LinkedIn,B2B_Campaign,2921.19,45948,922,41,9861.16
2025-12-30,LinkedIn,Thought_Leadership,3306.91,50383,912,28,9511.05
2025-12-30,LinkedIn,Lead_Gen_Q3,5086.39,45474,813,43,22626.56
2025-12-30,LinkedIn,Lead_Gen_Q4,3420.93,49668,1081,61,17629.78
2025-12-30,Email,Newsletter_Promo,1766.94,100063,7260,585,11267.72
